full_text,author,date_stayed,hotel_id,date_review,via_mobile,service,cleanliness,overall,value,location,sleep_quality,rooms,mean_rating,sentiment,hotel_class,name,locality,postal_code,street_address
"“Long way to go” The lobby and bars are fun.
The rooms are extremely small and the bathrooms are tiny - and I had a suite!
The stench that hits you when you walk in is horrible - but you get used to it.
The service is quite poor, you need to ask several times to get something.
Overall, I would tend to recommend going somewhere else.",Francois-Serge,2006-02-01,223023,2006-03-04,False,1.0,2.0,2.0,2.0,4.0,4.0,1.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Paying for Novelty” My husband and I just got back from our stay at the Hudson and we would definitely NEVER go back. It was $300/night for an extremely small room, holes in the frayed bath towels and a thermostat/heater that was broken. We called down to the front desk at 4am to tell them it was 85 degrees in our room and the heater/AC was broken, they said they'd send a maintenence guy up - too late. Next morning, the front desk person was NOT apologetic and said we COULD have moved rooms (but they didn't offer that to us at 4am). The night was miserable - up all night pouring cold water on our faces. Earlier we had gone to the bar (the ""cool"" one - NOT), I sat down in a single chair against this wall and the waitress told me to get up, that she would have to sit someone there - supposedly they give guests preferential treatment (ie special line to get in the bar), but the whole atmosphere was lame anyway. The bellman was great and the concierge was nice - everything else was a huge thumbs down. NEVER AGAIN.",ElenaG,2006-02-01,223023,2006-03-03,False,1.0,3.0,1.0,1.0,4.0,4.0,1.0,2.1,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Great public rooms, shame about the bedroom” Very cool lobby and a groovy bar - very chic and sophisticated and the staff definitely score high on the talent stakes (and are reasonably friendly).
However there was not enough room to swing a small cat in our bedroom and the bathroon is tiny. Also you could see into the shower from the bed by way of a glass screen, which may be a plus or a negative depending on your perspective ...",yugesiw,2004-09-01,223023,2006-02-28,False,3.0,4.0,3.0,3.0,4.0,4.0,2.0,3.3,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Third time not a charm” This was my third stay at the Hudson in three years and although the service was excellent as usual, I think the rooms are showing considerable wear and tear. We reserved a superior queen room, but found it to be hardly larger than a standard room. I'm not sure if there was recent water damage in the room, but the wood floor was severely buckling in a number of spots. It was so bad that as you walked from the bed to the bathroom, the floor creaked and popped beneath your feet. All of the grout on the tile floor in the bathroom was discolored and yellow. When you use the shower, the curtain is either too short or the tile lip is not tall enough so water floods onto the floor leaving it soaking wet. The blinds on the windows were bent and broken and they didn't close completely. Some of these are minor issues but they all add up to a feeling that you aren't getting what you pay for at the Hudson. Like other reviewers, I would agree that the location is prime and the service is excellent. But don't we pay all of this money to have a nice room to lay our heads at the end of the day? I think there are better places in New York to lay your head.",Domer98,2006-02-01,223023,2006-02-27,False,4.0,2.0,2.0,2.0,4.0,4.0,1.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“OK hotel if you don't mind the smell!” The good: trendy lobby, good location, fun and exciting bars and restaurant, comfy bed and nice warm shower, attractive wait staff at bars; OK value for money.
The bad: tiny room, even tinier bathroom, dark & dingy hallways, loud heater in back of bed, thin walls. Drinks at bars are overpriced.
The ugly: the stench that hits you when you walk in. The open sewer nearby is pretty awful. I'm not as hard on the place as some of the other reviewers, but on my next trip I'll check out the Riga Royal or the Chambers.",af847,2006-02-01,223023,2006-02-23,False,3.0,4.0,2.0,2.0,4.0,4.0,2.0,3.0,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Outstanding Hotel. Don't judge it by some of these bad reviews.” I'm always so surprised at how many people have such a terrible opinion of the Hudson. The week before last was my second stay at this hotel and will not be my last. I actually work in the hotel industry and I have got to say that I have rarely encountered service that was this exceptional. 
Upon arriving at the hotel, I realized that I had left my laptop case (inside was my laptop, day planner, schedule, wallet and credit cards) in the taxi. In about three seconds, a routine business trip turned into a nightmare. 
I went to the front desk to check in and, of course, was in quite a bind since I had no credit cards with me and only about $200 in cash. 
Chelsea, the front desk agent, felt the wrath of my stress and frustration when I, admittedly, was quite rude and unfriendly. She responded to my bad attitude with understanding, politeness and a genuinely helpful demeanor. She then introduced me to her manager, Don Cheatham. Don, like Chelsea, was an unbelievable help. They were able to get me checked in without the card, and suggested that the concierge might be able to help get my laptop case back by calling the number on the receipt for the cab. This was how I met the head concierge who's name, I think, was James. 
From, calling the cab company and tracking down my case (which was returned to me that night without a thing missing) to, then helping me find an obscure power cord for my computer by calling several places, to showing me how to get from Midtown to Kennedy in 40 minutes at Rush Hour for $7.... the head concierge is one of the most resourceful and pleasant concierge I have ever encountered.
The night of my check-in fiasco, after I had gotten settled in, I got a knock at the door and was blown away when I answered the door to see a bottle of wine and a handwritted card being delivered to me with regrets that my trip had started off badly and wishes for a pleasant stay. 
Thanks, in large part to the Hudson staff, the rest of my trip was great. 
I can't understand how so many people can complain about the level of service at this hotel. 
Some of the other common complaints, are somewhat valid. The rooms are very small and the hallways are dark. But, this hotel is not for everyone. The design of the hotel and the bar scene in the lobby is young, hip and very image-conscious. If you are a 20 or 30 something, urbane professional who enjoys places filled with beautiful people and cool design and are willing to look past the overpriced drinks and occasional phony to embrace the scene, then you'll love the Hudson. If you are not this type of person, then find a hotel more befitting your personality, don't pan this place but accept it for what it is.",RobAllemanLA,2006-02-01,223023,2006-02-21,False,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.6,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“stop cmplaining and go to the hilton” this is a boutique hotel suited for young people who want a beautiful hotel and dont want to spend alot on the hotel alone...sure the rooms are small but who goes to ny to sit in their rooms, even though the rooms are tiny there is enough room to do what you have to do in the room shower and sleep, if you really want a average size room go to a chain hotel, about the service, sure its not the four seasons but ive stayed here 5 times and am planning another visit next month and havnt had any major problems with the staff and actually was given great reccomendations for a good movie house in the neighborhood, great location and design and i will continue to stay here when ever im in ny...if you dont like it go to the hilton",Tcastronovo,2005-01-01,223023,2006-02-20,False,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.4,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Terrible Hotel” I stayed at the Hudson Hotel in December, 2004, along with several co workers. It was dark, gloomy, and dreadful. Plumbing problems, too--lack of hot water! When we told the front desk, they did give a 25% discount but it seemed like too little, too late. Very, very disappointing.",,2004-12-01,223023,2006-02-18,False,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Smells like a sewer” I have stayed at Hudson several times in the past. Service is not the best, but the rooms decent. How much more can you ask from a hotel in NY that charges under $200 a night?
I visited Hudson Feb 8-10 2006. The new problem is when you walk into the hotel, you are hit with a powerful and awful smell. Cross between an open sewer and lemon pledge. It will make you gag.
I asked the doorman about smell - he said ' you know, people ask me that all the time, but I guess I'm just used to it now'. I sent an e-mail (no response) and called the hotel to ask if they were addressing the issue. They are not.
If you can make it past lobby, odor does not make it to the rooms and the rooms are still a good bargain, but i won't be back.",v99,2006-02-01,223023,2006-02-13,False,2.0,1.0,2.0,3.0,4.0,4.0,3.0,2.7,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Lots of hype, lots of money” I wanted to spend the first New Year's eve with my new husband in New York; it had always been a dream of mine to do the Times Square thing in person. The Husdon hotel promised a funky, trendy atmosphere to fit our urban lifestyle, so we thought it was a perfect fit. Until we arrived. Yes, the entrance and lobby is impressive as is the lounge. Sipping martinis at the bar with the trendy 20-something crowd around us dressed in Gucci and Prada from head to toe was something reminiscent of a Sex and the City episode. The food at the Cafeteria was great although the service wasn't. We arrived on New Year's Eve and for a mere $500.00 US per night, we were stashed in a room with barely enough space to fit the two of us and our 3 pieces of luggage. The scent of bleach was disturbingly overwhelming, although that could be interpreted as a reassuring sign of cleanliness. After settling in, we discovered deficiencies in the room that costed us the night's sleep. I brought the issue (a malfunctioning and very noisy heater and nonfunctioning lights) to the attention of a doding front desk employee the next morning who prompty directed us to another room at a marginally cheaper rate. Gladly, we accepted the alternative except the room we were moved to was smaller (if you can imagine that) with a bubbling wood floor, risking our balance and splinters everytime we moved about the room. We had also been promised champagne and strawberries in the first room as part of an upgrade by a member of the staff as well as an American Express customer service representative who confirmed the arrangement but these never arrived either. When we finally checked out and brought up the issues again, the front desk clerk basically said in no uncertain terms that I should temper my expectations for a hotel that has been retrofitted to a one hundred and something year old YMCA building. They simply thanked us for our business and welcomed us back very soon. I paid the bill but would never stay there again nor recommend it to anyone. Not only did we pay an excuberant sum of money - some 25% more than market value because of the holidays - for less than mediocre accommodations but the hotel did not deliver on any of its promises nor did it offer any conclusive and reasonable solutions. Pretty arrogant culture for a business in New York where everyone and everything is deemed disposable.",,2004-12-01,223023,2006-02-08,False,2.0,3.0,2.0,1.0,4.0,4.0,1.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Great boutique hotel, excellent service and a stellar location” It's important to remember that this is a boutique hotel. If you're expecting a mass-market chain size hotel room, you'll be disapointed. However, if you're looking for a quirky, thoughtfull and beautifully designed hotel, don't look any further. 
The service was at a much more personal level than most hotels I've stayed in. The front desk staff was especially welcoming and chatty. An issue with my room key at check-in was quickly fixed, and on top of the genuine and profuse appologies from the staff, they upgraded my room with no prompting. That's real service in my book.
The rooms, while small, are spacious enough for two guests. Large mirrors, lighting and a window into the shower/bathroom make the room apear much larger. There are also great Philipe Starck touches throughout the hotel.
My favorite space is the sun deck on the roof of the hotel, offering great views of the river and city. There are numerous teak deckchairs making this an ideal city-respite. I also loved the park area off the lobby with banquets for lounging, and the library lounge space. 
Overall, I would definitely stay here again!!",,2004-10-01,223023,2006-02-07,False,5.0,4.0,4.0,3.0,4.0,4.0,5.0,4.1,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“very very overrated” this is absolutely an overrated hotel :very noisy at night, tiny rooms , the bathroom was a joke .
PLease avoid this hotel
the only positive thing to mention is the breakfast which is ok",umu,2005-12-01,223023,2006-01-14,False,1.0,2.0,1.0,1.0,4.0,4.0,1.0,2.0,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Good service, good hotel!” We have just spent a great 5 nights at the Hudson Hotel. The rooms while small (it is NY) are extremely clean with no scary odors (one of my biggest hotel phobias). The area is a bit far from the bars and restaurants of Soho, East village etc etc but find me a hotel in that area as good for the same price?? Taxis and the subway are so resonable and easy its not that much of an issue. Its is a great area for shopping, central park, Columbus circle and Sarabeths just past the Ritz for breakfast.... really really good. The hudson staff..fantastic, the concierge, onto it. Great Libary, bar and foyer, brilliant fit out ... a bit dark but not enough to bother complaining about. We had so much going on it was a shame we couldnt spend more time in the hotel, I would have loved to grab one of the amazing books,a glass of red wine and planted myself in front of the fire in the Libary for an afternoon. Who needs a big room when you have that to lounge out in. The only thing that I thought was a bit disappointing was dinner in the restaurant. I dont mind paying a bit for great but not for so so. That all said I would definatly go back to the Hudson hotel. Very cool without a ton of attitude.",maxkennedy,2005-12-01,223023,2006-01-12,False,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.3,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“A Dormatory” We stayed at the Hudson Hotel for one night in late December, 2005.
I agree with the previous reviews that the rooms were pathetically small and there was not even room to open your bags.
The building used to be a YMCA and that explains it - the rooms were essentially dorm rooms.
""Trendy"" and ""Hip"" must depend on not seeing anything because the light in the lobby and hallways was almost nil. 
The dark and sparse hallways reminded me of the airport hotel in Bangkok and they were dark to the point of being unsafe.
There was wierd music playing in the lobby and elevators. I guess I've finally become my dad because the music sounded like it was composed by people with brain damage.
On the plus side, the staff was exceptionally friendly and accommodating. We parked about 10 spaces down from the entrance and the porter went down to get our bags with no problem.
The lobby staff was very nice and there were people stationed at the escalators to direct us from ground level up to the lobby.
Before you arrive here it is imperative to look at the photos of the hotel's entrance from their website because there are no signs to tell you this is even a hotel let alone the Hudson. I never would have known where the place was if I hadn't remembered the doorway from the photo.
The neighborhood isn't bad and you are close to Central Park and Times Square is a bit south.
Overall, it was clean and safe and the staff was great but unless you are a college student or backpacker you should spend a few dollars more and stay at a 4 star hotel. 
While the Hudson Hotel is rated 3 stars, my view is that it should be 2 stars.",Don88,2005-12-01,223023,2006-01-03,False,4.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Great European Modern Hotel” I signed up for TripAdvisor JUST to write this review. I was booked into the Hudson Hotel through Priceline at a budget rate of $149, 50% of rack rates. After receiving the confirmation I immediately went to check reviews for the hotel and we were really nervous. It appeared people either loved or hated this hotel. We were not sure what to expect, but...we were booked.
We loved the hotel. The rooms are small! But, so what...they are clean and extremely efficient. Space is utilized like on a boat. The hotel was trendy and modern and the hotel staff...all the way down to the cleaning personnel...were courteous, friendly and helpful.
The location of this hotel, one block from Central Park and Columbus Circle just can't be beat!
When in New York, we don't plan on staying in our hotel. The room just needs to be a CLEAN and comfortable so that you can crash at the end of the day to get energy for your next day's experience. 
We will definitely book here again for our next New York outing.",tandemtandem,2005-12-01,223023,2006-01-01,False,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.1,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Wish I would have read the reviews first” We decided to stay at the Hudson after a friend said it was a fun and trendy place to stay. Taking their word for it and not checking out a review (what a mistake), we booked for three nights over Christmas for the rate of $ 337.96 (tax in) for two people/ 2 beds per night(another huge mistake). We had a late check in and was at first confused by the facade. The picture on the web site was obviously taken when the hotel was just opened. The front of the building was dirty, most of the yellow lighting that looked so cool on the website was burnt out and the obvious was no sign...and some ""ratty"" potted trees. 
After a bit of confusion we made our way up to the front desk (again no signs or direction)Check-in was fairly quick, however the attitude was unbelieveable ...sorry to bother your conversation!
As an interior designer the lobby and bar was impressive however once we arrived on our floor(17th)we faced west, it was a different story. It's obvious that the dark paint and carpet was to cover up the lack of repairs that was required to convert this building to a hotel properly. Very poorly lit halls and ""trendy"" lights above doors (many needed repairs)was disappointing even before we got to our room. 
The room was as it looked on the website, however only after 10-15 min of being in the room and unpacking, you soon realize the lack of planning to actually live in this thing for a few days. A lack of hangers, no drawers to keep things in, a very small unpractical desk and metal chair and really no where to put your stuff(unless to travel only with a backpack). I thought the bathroom was interesting however the commercial pressure toilet was extreamly noisy and there was a lack of space to put things on and no where to put things in.
It was also obvious that the upkeep of furnishing in this hotel is not important. I found mould in the bathroom, a broken floor lamp, a broken snack/mini bar drawer, engineered flooring that required repair or replacement, peeling paint and dusty furniture. I'm not sure when the metal shelf in the corner of the bathroom was cleaned but not before we arrived. 
My worst horror was trying to find the ice machine. I called to ask and was told that there was one on each floor...after looking again I called back to the front desk and asked again...oh ya! there is not one on 17...but every other floor has one...I decided to take the stairs up to the 18th floor...ahhhh its not part of the hotel as I soon discovered. After passing a wierd man on the stairs smoking pot I came to the 18th floor which looked like a movie set of old project housing. The carpet is dirty, the doors are old and damaged, I won't even go into the hallways except to say that I would never take the stairs again...After going back to my floor I was seriously concerned about our safty and wondered if the entire building was the hotel or just a few floors.
The heating was terrible and we were either too cold or too hot. The pipes banged all night and there was a constant breeze comming from the window which is right over your head.
The nail in the coffin was check out. We checked out at 6am to catch our train back to Canada. We decided to use our extra US travellers cheques to pay for the room but was told by the front desk that the float/till/cash..whatever was not there until 7am. What crap! We were forced to pay by Visa which after the exchange to Canadian and having to cash in our extra travellers cheques when we returned gave us a loss in exchange rates of over $ 65 CAN combined. What kind of service are they running!
I would suggest staying clear of this hotel and its affilitates. It's obvious that hospitality is there second concern.
ps: I think I left my yogurt in the window to keep cold as again...the room lacked a frige, mini bar...or even a simple coffee maker. And the room service prices..well lets just say that there is a great restaurant just around the corner and some 
small markets to pick up snacks...unless you like throwing your money away!
Toronto :(",Natureguy34,2005-12-01,223023,2005-12-28,False,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Rip off” I've stayed at a number of midtown and downtown hotels in the city in this price range (over $400/night for standard room in mid-Dec) and this was by far the worst. The attitude seems to be that if you have an interesting lobby, a hot bar, some duravit fixtures, and outfit the staff in well-taylored black you can get away with anything else. ""Anything else"" includes ridiculously small and uncomfortable (even by NYC standards) rooms and bathrooms (think step over the toilet to get to the shower); cracked and peeling popcorn ceilings over a scuffed paneled sleeping ""cell""; ok, but not great, mattress; paper thin walls; bad ventilation; poor lighting; no mini bar (no room -- though they did fill up the room's one small drawer to store room temp snacks); no view; a microscopic ""closet"" with four plastic hangers; dark and depressing hallways; crappy gym; etc... I particularly liked the audacity of providing door hangers to order an overpriced room service breakfast -- where would you eat it? It would have to be breakfast in bed because that is the only available space. Bottom line -- save your money and go somewhere else to enjoy your stay in New York. You won't enjoy it here.",gogo100,2005-12-01,223023,2005-12-20,False,2.0,3.0,1.0,1.0,4.0,4.0,1.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Style over Substance - AVOID!” I stayed at The Hudson having spent a week at Le Parker Meridian on business and the two hotels are worlds apart. Its amazing what $50 more a night can get you!
The Hudson is the second worst hotel I have ever stayed at - only beaten by the Hotel Pennsylvania (believe the reviews - its awful). Although the Hudson isn't really a bad hotel I hated it.
My girlfriend and I booked through priceline and upon reading the reviews were a little worried. However, we came to the conclusion that 'most hotel rooms in New York are small' (my suite at the Merdian wasn't) and 'at least the reviews say its clean' (whereas the Pennsylvania was outrageously dirty and smelled). Our room at the Hudson was very clean but nothing had prepared us for quite small the room was. We had to shove the bed to one side to be able to fit our suitcase on the floor. There was very little storage. We asked if we could move to a bigger room but were told there were none available.
After the initial shock wore off we weren't too bothered with the size of the room (it is New York City after all) but we had other issues with the hotel.
First off, the staff (in the lobby and at the door) were rude. They may be saying 'Welcome to the Hudson' but they are thinking 'I'm cooler than you' (They weren't).
Secondly, we are a young couple and the attempts to make the Hudson a 'cool hangout' didn't work for us at all. Most guests (including ourselves) seemed uneasy with the loud music that is played continuously and nightclub-esque lit lobby. The music played late into the night and could be heard from our room. We asked to move to a room on the other side of the hotel but apparently none were available. (I just think the staff were too cool to allow us to move rooms).
The concierge at the Parker Meridian had been extremely helpful and pointed out some great restaurants off the beaten track. The concierge at the Hudson made me feel rude for asking if they knew of a good Italian (they didn't).
I could go on...but at the end of the day, when you are in New York there is so much to do who cares if your hotel looks good and is described in guide books as uber chic? You just want to be able to come back to a hotel with friendly staff and clean rooms after a good days gallivanting and have a rest . We were able to return to a clean room however we couldn't relax. The incessant music drove us crazy to the point of staying out of the hotel as much as possible - the hotel bar is in a courtyard and if your room backs onto this courtyard (even if you are on a highlevel) all you can hear is club music until about 12 each week night. Then the noise didn't die down until about 12.45 because people were still shouting out there. 
So in summary, I do not recommend the Hudson - I will not be staying there again.",Leyton,2005-09-01,223023,2005-12-19,False,2.0,4.0,2.0,2.0,4.0,4.0,2.0,2.9,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Good, but also lots of bad at the Hudson Hotel” Given the ""bargain"" rate I got for my room at the Hudson, it was an interesting experience staying there and not too bad, perhaps, for New York City. Of course, the thing everyone comments on here is the size of the rooms, and yes, they are small. I believe the standard queen-bed rooms are 150 square feet...think a college dorm room single, but with most of the space taken up by the bed. You have about 1 1/2 feet on each side of the bed to maneuver around, but the biggest aggravation size-wise is the bathroom. If you're tall or a bit overweight, don't even think about it. I'm neither, and I still found it a little difficult to maneuver around without bumping into something. 
Also, for the premium atmosphere this place tries to exude, it was disappointing to see paint flaking off the ceiling in the bathroom and entryway to the room. That tell me that despite all their ""modernism"", they aren't paying attention to the little details all that well. The heating system was also INCREDIBLY noisy, clanging and banging to life all through the night, waking me up from sleep numerous times.
After not sleeping all that well, I was really in the need for some coffee the next morning--but there was no coffee machine in the room, an amenity that even most ""budget"" hotels will provide! Take a look at the roomservice/breakfast menu and laugh at the prices... $14 for an omelette, $6 extra for potatos or bacon, $5 for juice or coffee...just forget about it, unless you have to be part of the ""scene"". There's a fabulous diner at the corner of 58th & 9th where you can get a wonderful breakfast for a fraction of the price.
Despite all of these complaints, I can't say it was an all-around bad experience...I just needed a room to crash overnight in that part of town, got a cheap price, and that was the end of that. The beds and linens were actually quite nice, and if it wasn't for the noice I would have slept quite well. I wouldn't necessarily recommend it to others, though, unless you are in the same type of situation as I was.",sockii,2005-12-01,223023,2005-12-19,False,3.0,3.0,2.0,2.0,4.0,4.0,2.0,2.9,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“cheated at the bar” Knew it was sketchy when I couldn't get my receipt from the credit card charge...it got wet?! Bogus, excessive tip added for non-existent service in the first place. I was entertaining a guest, will never return. This pertains to the bar, but beware if it's tolerated in any part of the establishment.",,2005-12-01,223023,2005-12-16,False,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.9,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Had a good experience at the Hudson” After I booked my room I was so scared after reading the reviews posted here. I was going to be staying there with my sister in law and we are both in our 50's. I thought from the reviews it was just for 20 - 30 something crowd. I loved the location and the entry and lobby were so visually interesting. The staff was GREAT and we were upgraded to a studio which worked well for the two of us. We were on the 19th floor in a corner room with great windows and view. The bathroom was small but interesting and very workable. The t.v. is older but your in NYC. 
The bed was very comfortable and our room clean. did not like the hallways they are dark. We shared 16.00 mac and cheese in their dining room. t was good. When we returned in the late evenings the lobby and bar was hopping and full of interesting people and alot of foreign people stay there. Oh and I loved the shampoo and conditioner.",,2005-11-01,223023,2005-12-09,False,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.7,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Tiny, unfriendly, and not worth the money” I recently stayed at the Hudson in New York one night for business. I was, to say the least, immensely disappointed. I had, like everyone else, read the reviews and was expecting a small room. But when I opened the door to my room, I was simply amazed--it was tiny! There is almost no room between the bed and the walls, and the room itself is no more than 12 or 15 feet deep (from door to window). Even the T.V. was tiny (and cheap)--I'd say 12 or 15 inches at most!
The bathroom is similarly small--I sat down on the toilet and my knees almost touched the wall (and I'm only 5'8""!). And if you want to take a bath during your New York trip--forget about it! All the room has is a small shower (with one wall made of glass so you can see into, and be seen from, the rest of the room) that does not have decent water pressure. Oh, and I hope you don't need conditioner--while the products inluded in the bathroom were Aveda (and therefore of reasonable quality), they were limited to shampoo, soap, and lotion.
Additional problems with my room--the cover on the speaker above my T.V. had been taken off and not replaced, a large portion of the floor was literally coming apart (tongue-and-groove boards that were broken and had half-an-inch spaces in between in which I almost cut my feet more than once), the lighting was cheesy and not very illuminating, and I was charged 1.25 for a 1-800 phone call to my airline!
The exterior of the hotel was not attractive, the escalator from the entrance to the lobby was simply annoying, the hallways were narrow and dark...the list goes on.
Quite frankly, I regret staying at this hotel and would strongly recommend to anyone that they not stay here unless they get an out-of-this-world deal (say 50, 100 bucks a night), because this place isn't worth a dime more than that.",sgusm,2005-11-01,223023,2005-11-19,False,3.0,3.0,1.0,1.0,4.0,4.0,1.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Won't choose the Hudson Hotel again” I have stayed at the Hudson in NYC several times, but the last visit in late October will definitely be my ""last"". While the location is good (right off Columbus Cirle, close to the park, and about 5 blocks from shopping on 5th Ave. and close to major subway lines A or C downtown or R to Soho off 7th and Broadway), there are many hotels that are even closer to the main attractions. The hotel is a great place if you're young and want to party---the hotel lobby is beautiful and the bar is very cool and packed on weekends. Otherwise, the rooms (while neatly decorated in Ian's classic minimal style) are so small they are barely functional (and I know all NYC hotel rooms are small---but this is ridiculous), the tiny bathroom is a joke, and there are no extras at all provided with this hotel---would a bottle of water be so bad?. I asked the front desk for a newspaper and was sent down the block because ""we'll just charge you $4 and it's much cheaper at the CVS"". I also stayed in a non-smoking floor, and the floor was very noisy and smelled like a bar the morning after---the room next door was smoking freely, and they weren't cigarettes and the front desk really wasn't able to do anything. The staff is quite friendly overall, but very young and not really willing to go ""the extra mile"" to help out. Also, the hotel is just becoming a bit too old and dark---not comfortable or inviting (which it never was), but it's also missing that ""cool factor"" now too and certainly not worth the price. I stayed at standby's like the Hilton NY and had a much nicer time for the same price. So, if you're 20 and you want to party, this is still a good bet, but if you're a 30+ professional and getting used to the finer things in life, the Hudson NY isn't it.",Orczy,2005-10-01,223023,2005-11-01,False,3.0,2.0,2.0,2.0,4.0,4.0,1.0,2.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Enigma” This place is a real enigma. Some very good points (location, roof top terrace, service etc) but also a few howlers which could easily put you off…
ROOMS
Size is everything. Book a double / double and this will no longer be an issue. Room was spotless, well designed and air conditioning worked fine, although the TV was out of action for one evening. Apparently this affected the whole building...
LIFT
A few minor delays but nothing to get worked up about (max delay around 2/3 minutes). Problem is there are 6 cars but only ever seem to be 2 or 3 in operation. Many journeys included a stop on each floor to pick up fellow disgruntled guests. I’m sure a simple change to the programming would alleviate the problem so the dormant cars actually do something!…
NOISE
Specifically booked a high-level floor to avoid street noise (per previous reviews). Hotel obliged and put me on 17th Floor. Unfortunately made little difference. The hotel is u-shaped meaning those on the inside of the ""u"" overlook the outdoor bar / atrium. Loud music plays here every night until the early hours. Light sleepers will be kept awake. My advice is to request an odd-number room as these face outwards and would probably be much quieter. 
CORRIDOR
Weakest-link. Dark and in need of a repaint and new carpet. A real let down given the quality of the other common areas. Felt like a Best Western...
Overall, I would recommend a stay here if you manage to get a quiet room and can stretch your budget to a double/double. This hotel is a real experience and you only live once! But plenty of other places to try in New York so suspect I won’t return. Shame…",Nottingham,2005-10-01,223023,2005-10-30,False,4.0,4.0,3.0,2.0,4.0,4.0,4.0,3.6,1,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Not for Europeans!” As a recent ""European"" visitor who has also stayed at other Manhattan Hotels, the Hudson is very poor value for money. As stated in other reviews, this hotel is so dark & noisy. The rooms are very small particulary if sharing with access to the toilet and shower virtually impossible for the ""larger"" framed folk.",,2005-10-01,223023,2005-10-30,False,3.0,3.0,1.0,1.0,4.0,4.0,1.0,2.4,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Screwed up my reservation” I was told by the Hudson that I could cancel by a certain time and I did... They charged my credit card anyway and I had to put the charge under dispute with my credit card company. And, I must add that the reservation rep was the most rude imaginable. Even though the Hudson looks like a wonderful hotel that I truly wanted to visit, my views have changed due to the unprofessionalism of its reservation staff.",msdecember,2005-10-01,223023,2005-10-27,False,4.0,4.0,1.0,4.0,4.0,4.0,4.0,3.6,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
"“Do not stay at the Hudson” I stayed at this overpriced hotel this past weekend for just one night,and it was one of the worst experiences I've had in terms of customer service and incompetence.
First off, I tried to pay with my debit card and they claimed that they could not ""get it to work"", so they insisted that I go get cash. After walking 6 blocks to find my bank to withdraw the $500, I returned and paid in cash. Today, I checked my balance and they had deducted $1250 from my debit card, in addition to the $500 I paid in cash. When they ""could not get my debit card to work"", they were actually charging me multiple times. I am lucky I just happened to go to the bank today to cash a check because, had I not, I would have bounced my next couple of checks due to their HUGE error. Then when I went back to fix the mistake, they made me feel like it was my fault that they messed up!
After that, the place was mediocre at best... def not even close to worth the price. As trendy as this place tries to be, it is just a poor excuse for trying to cram as many people in as they possibly can. Each room feels like a shoe box. The elevator took more than 20mins to arrive one day. The lounge was overrated. I could go on, and on, and on...
I've stayed at much less expensive places in Manhattan that take an interest in ensuring that their customers are treated with respect and dignity...
DO NOT STAY AT THE HUDSON.",,2005-10-01,223023,2005-10-24,False,1.0,3.0,1.0,1.0,4.0,4.0,2.0,2.3,0,4.0,Hudson New York,New York City,10019,356 West 58th Street
